"Rk","Year","Player","Pos","Age","AV","School","","Height","Wt","40YD","Vertical","BenchReps","Broad Jump","3Cone","Shuttle","Drafted (tm/rnd/yr)"
"1","2022","Calvin Austin","WR","22","","Memphis","College Stats","5-8","170","4.32","39.0","","135","6.65","4.07","Pittsburgh Steelers / 4th / 138th pick / 2022"
"2","2022","Tyler Badie","RB","22","","Missouri","College Stats","5-8","197","4.45","33.5","","121","","","Baltimore Ravens / 6th / 196th pick / 2022"
"3","2022","Jerrion Ealy","RB","","","Mississippi","College Stats","5-8","189","4.52","34.5","","128","","",""
"4","2022","Marcus Jones","CB","23","","Houston","College Stats","5-8","174","","","","","","","New England Patriots / 3rd / 85th pick / 2022"
"5","2022","Ronnie Rivers","RB","","","Fresno St.","College Stats","5-8","195","4.60","36.5","","119","","",""
"6","2022","Wan'Dale Robinson","WR","21","","Kentucky","College Stats","5-8","178","4.44","34.5","","118","","","New York Giants / 2nd / 43rd pick / 2022"
"7","2022","CJ Verdell","RB","","","Oregon","College Stats","5-8","194","","29.5","","118","","",""
"8","2022","Jaylen Warren","RB","","","Oklahoma St.","College Stats","5-8","204","4.55","31.5","","119","","",""
"9","2022","Max Borghi","RB","","","Washington St.","College Stats","5-9","210","","","20","","","",""
"10","2022","Tyler Goodson","RB","","","Iowa","College Stats","5-9","197","4.42","36.5","","123","","",""
"11","2022","D'Eriq King","QB","","","Miami","College Stats","5-9","196","","","","","","",""
"12","2022","Sincere McCormick","RB","","","Texas-San Antonio","College Stats","5-9","205","4.60","33.5","","116","","",""
"13","2022","Kenneth Walker","RB","21","","Michigan St.","College Stats","5-9","211","4.38","34.0","","122","","","Seattle Seahawks / 2nd / 41st pick / 2022"
"14","2022","Kyren Williams","RB","21","","Notre Dame","College Stats","5-9","194","4.65","32.0","","116","","","Los Angeles Rams / 5th / 164th pick / 2022"
"15","2022","Darien Butler","LB","","","Arizona St.","College Stats","5-10","221","","","","","7.47","",""
"16","2022","Snoop Conner","RB","21","","Mississippi","College Stats","5-10","222","4.59","29.5","25","118","","","Jacksonville Jaguars / 5th / 154th pick / 2022"
"17","2022","Cobie Durant","CB","24","","South Carolina St.","","5-10","180","4.38","","","","","","Los Angeles Rams / 4th / 142nd pick / 2022"
"18","2022","Kevin Harris","RB","21","","South Carolina","College Stats","5-10","221","","38.5","21","126","","","New England Patriots / 6th / 183rd pick / 2022"
"19","2022","Verone McKinley III","S","","","Oregon","College Stats","5-10","198","","35.0","16","120","","",""
"20","2022","Skyy Moore","WR","21","","Western Michigan","College Stats","5-10","195","4.41","34.5","","125","7.13","4.32","Kansas City Chiefs / 2nd / 54th pick / 2022"
"21","2022","Isiah Pacheco","RB","22","","Rutgers","College Stats","5-10","216","4.37","33.0","","118","","","Kansas City Chiefs / 7th / 251st pick / 2022"
"22","2022","Dameon Pierce","RB","22","","Florida","College Stats","5-10","218","4.59","34.5","21","119","","","Houston Texans / 4th / 107th pick / 2022"
"23","2022","Delarrin Turner-Yell","S","22","","Oklahoma","College Stats","5-10","197","4.47","","","122","","","Denver Broncos / 5th / 152nd pick / 2022"
"24","2022","Damarion Williams","CB","23","","Houston","College Stats","5-10","182","","34.5","17","118","","","Baltimore Ravens / 4th / 141st pick / 2022"
"25","2022","Tyler Allgeier","RB","21","","BYU","College Stats","5-11","224","4.60","33.0","","120","","","Atlanta Falcons / 5th / 151st pick / 2022"
"26","2022","Greg Bell","RB","","","San Diego St.","College Stats","5-11","201","","31.0","17","120","","",""
"27","2022","Slade Bolden","WR","","","Alabama","College Stats","5-11","193","4.66","32.0","","116","","",""
"28","2022","Kennedy Brooks","RB","","","Oklahoma","College Stats","5-11","209","4.59","31.0","","120","","",""
"29","2022","Tykevious Chandler","RB","23","","North Carolina","College Stats","5-11","204","4.38","31.0","","121","","","Minnesota Vikings / 5th / 169th pick / 2022"
"30","2022","James Cook","RB","22","","Georgia","College Stats","5-11","199","4.42","33.0","","124","","","Buffalo Bills / 2nd / 63rd pick / 2022"
"31","2022","Jashaun Corbin","RB","","","Florida St.","College Stats","5-11","202","","","","","","",""
"32","2022","Nakobe Dean","LB","21","","Georgia","College Stats","5-11","229","","","","","","","Philadelphia Eagles / 3rd / 83rd pick / 2022"
"33","2022","Jahan Dotson","WR","21","","Penn St.","College Stats","5-11","178","4.43","36.0","","121","7.28","","Washington Commanders / 1st / 16th pick / 2022"
"34","2022","Trestan Ebner","RB","23","","Baylor","College Stats","5-11","206","4.43","30.0","","","","","Chicago Bears / 6th / 203rd pick / 2022"
"35","2022","Jerome Ford","RB","22","","Cincinnati","College Stats","5-11","210","4.46","31.0","","118","","","Cleveland Browns / 5th / 156th pick / 2022"
"36","2022","Breece Hall","RB","20","","Iowa St.","College Stats","5-11","217","4.39","40.0","","126","","","New York Jets / 2nd / 36th pick / 2022"
"37","2022","Connor Heyward","TE","23","","Michigan St.","College Stats","5-11","233","4.72","32.5","","","","","Pittsburgh Steelers / 6th / 208th pick / 2022"
"38","2022","Josh Johnson","WR","","","Tulsa","College Stats","5-11","183","","","14","","","",""
"39","2022","Jack Jones","CB","24","","Arizona St.","College Stats","5-11","171","4.51","","","","","","New England Patriots / 4th / 121st pick / 2022"
"40","2022","Zonovan Knight","RB","","","North Carolina St.","College Stats","5-11","209","4.58","31.0","","114","","",""
"41","2022","Chase Lucas","CB","25","","Arizona St.","College Stats","5-11","180","4.48","39.0","","128","","","Detroit Lions / 7th / 237th pick / 2022"
"42","2022","Damarri Mathis","CB","22","","Pittsburgh","College Stats","5-11","196","4.39","","","","","","Denver Broncos / 4th / 115th pick / 2022"
"43","2022","Zakoby McClain","LB","","","Auburn","College Stats","5-11","228","4.69","33.0","","117","","",""
"44","2022","Roger McCreary","CB","22","","Auburn","College Stats","5-11","190","4.50","","","","","","Tennessee Titans / 2nd / 35th pick / 2022"
"45","2022","Trent McDuffie","CB","21","","Washington","College Stats","5-11","193","4.44","","","","","","Kansas City Chiefs / 1st / 21st pick / 2022"
"46","2022","Bo Melton","WR","22","","Rutgers","College Stats","5-11","189","4.34","38.0","","121","6.98","","Seattle Seahawks / 7th / 229th pick / 2022"
"47","2022","John Metchie","WR","21","","Alabama","College Stats","5-11","187","","","","","","","Houston Texans / 2nd / 44th pick / 2022"
"48","2022","Jalen Nailor","WR","23","","Michigan St.","College Stats","5-11","186","4.50","38.0","","128","7.03","4.28","Minnesota Vikings / 6th / 191st pick / 2022"
"49","2022","Kyle Philips","WR","22","","UCLA","College Stats","5-11","189","4.58","33.5","","124","","","Tennessee Titans / 5th / 163rd pick / 2022"
"50","2022","Jalen Pitre","S","22","","Baylor","College Stats","5-11","198","","35.0","16","","6.74","4.18","Houston Texans / 2nd / 37th pick / 2022"
"Rk","Year","Player","Pos","Age","AV","School","","Height","Wt","40YD","Vertical","BenchReps","Broad Jump","3Cone","Shuttle","Drafted (tm/rnd/yr)"
"51","2022","Reggie Roberson Jr.","WR","","","SMU","College Stats","5-11","192","","29.0","","114","","",""
"52","2022","Malcolm Rodriguez","LB","22","","Oklahoma St.","College Stats","5-11","232","4.52","39.5","","120","","","Detroit Lions / 6th / 188th pick / 2022"
"53","2022","Pierre Strong","RB","23","","South Dakota St.","","5-11","207","4.37","36.0","","124","","","New England Patriots / 4th / 127th pick / 2022"
"54","2022","Cam Taylor-Britt","CB","22","","Nebraska","College Stats","5-11","196","4.38","","","","","","Cincinnati Bengals / 2nd / 60th pick / 2022"
"55","2022","Mykael Wright","CB","","","Oregon","College Stats","5-11","173","4.57","","","","","",""
"56","2022","Qwynnterrio Cole","S","","","Louisville","College Stats","6-0","206","","","16","","","",""
"57","2022","Brian Asamoah","LB","21","","Oklahoma","College Stats","6-0","226","4.56","36.5","","124","","","Minnesota Vikings / 3rd / 66th pick / 2022"
"58","2022","Kalon Barnes","CB","23","","Baylor","College Stats","6-0","183","4.23","","","","","","Carolina Panthers / 7th / 242nd pick / 2022"
"59","2022","Andrew Booth","CB","21","","Clemson","College Stats","6-0","194","","","","","","","Minnesota Vikings / 2nd / 42nd pick / 2022"
"60","2022","Leddie Brown","RB","","","West Virginia","College Stats","6-0","213","4.64","30.0","","118","","",""
"61","2022","Montaric Brown","CB","22","","Arkansas","College Stats","6-0","196","4.55","","","","","","Jacksonville Jaguars / 7th / 222nd pick / 2022"
"62","2022","Percy Butler","S","21","","Louisiana","College Stats","6-0","194","4.36","31.5","","123","","","Washington Commanders / 4th / 113th pick / 2022"
"63","2022","Yusuf Corker","S","","","Kentucky","College Stats","6-0","203","","","23","","","",""
"64","2022","Nick Cross","S","20","","Maryland","College Stats","6-0","212","4.34","37.0","","130","","","Indianapolis Colts / 3rd / 96th pick / 2022"
"65","2022","Tyrion Davis-Price","RB","21","","LSU","College Stats","6-0","211","4.48","30.0","","117","","","San Francisco 49ers / 3rd / 93rd pick / 2022"
"66","2022","DaMarcus Fields","CB","","","Texas Tech","College Stats","6-0","193","4.48","34.5","","","","",""
"67","2022","Mario Goodrich","CB","","","Clemson","College Stats","6-0","176","4.52","","","","","",""
"68","2022","Kyler Gordon","CB","22","","Washington","College Stats","6-0","194","4.52","","","","","","Chicago Bears / 2nd / 39th pick / 2022"
"69","2022","Danny Gray","WR","22","","SMU","College Stats","6-0","186","4.33","34.0","","126","","","San Francisco 49ers / 3rd / 105th pick / 2022"
"70","2022","Kolby Harvell-Peel","S","","","Oklahoma St.","College Stats","6-0","213","","","21","","","",""
"71","2022","Daxton Hill","S","21","","Michigan","College Stats","6-0","191","4.38","33.5","","121","6.57","4.06","Cincinnati Bengals / 1st / 31st pick / 2022"
"72","2022","Keaontay Ingram","RB","22","","USC","College Stats","6-0","221","4.53","34.5","","122","","","Arizona Cardinals / 6th / 201st pick / 2022"
"73","2022","Joshua Jobe","CB","23","","Alabama","College Stats","6-0","182","","","","","","",""
"74","2022","Johnny Johnson III","WR","","","Oregon","College Stats","6-0","197","4.60","32.0","","121","7.21","4.54",""
"75","2022","Velus Jones","WR","24","","Tennessee","College Stats","6-0","204","4.31","33.0","","121","","","Chicago Bears / 3rd / 71st pick / 2022"
"76","2022","Derion Kendrick","CB","21","","Georgia","College Stats","6-0","194","","","","","","","Los Angeles Rams / 6th / 212th pick / 2022"
"77","2022","Chris Olave","WR","21","","Ohio St.","College Stats","6-0","187","4.39","32.0","","124","","","New Orleans Saints / 1st / 11th pick / 2022"
"78","2022","Josh Ross","LB","","","Michigan","College Stats","6-0","227","4.79","31.0","","109","","",""
"79","2022","Braylon Sanders","WR","","","Mississippi","College Stats","6-0","194","4.48","34.5","","121","","",""
"80","2022","Nephi Sewell","LB","","","Utah","College Stats","6-0","226","4.67","32.0","","120","7.01","4.33",""
"81","2022","Khalil Shakir","WR","22","","Boise St.","College Stats","6-0","196","4.43","34.5","","124","7.28","4.21","Buffalo Bills / 5th / 148th pick / 2022"
"82","2022","Abram Smith","RB","","","Baylor","College Stats","6-0","213","","","","","","",""
"83","2022","Baylon Spector","LB","23","","Clemson","College Stats","6-0","233","4.60","36.0","","122","","","Buffalo Bills / 7th / 231st pick / 2022"
"84","2022","Isaiah Spiller","RB","20","","Texas A&M","College Stats","6-0","217","","30.0","","114","","","Los Angeles Chargers / 4th / 123rd pick / 2022"
"85","2022","Chris Steele","CB","","","USC","College Stats","6-0","187","4.48","37.5","","126","","",""
"86","2022","Derek Stingley","CB","22","","LSU","College Stats","6-0","190","","","","","","","Houston Texans / 1st / 3rd pick / 2022"
"87","2022","Alontae Taylor","CB","23","","Tennessee","College Stats","6-0","199","4.36","34.5","","128","","","New Orleans Saints / 2nd / 49th pick / 2022"
"88","2022","Josh Thompson","CB","","","Texas","College Stats","6-0","194","4.40","","","","","",""
"89","2022","Jermaine Waller","CB","","","Virginia Tech","College Stats","6-0","180","4.68","","","","","",""
"90","2022","Rachaad White","RB","23","","Arizona St.","College Stats","6-0","214","4.48","38.0","","125","","","Tampa Bay Buccaneers / 3rd / 91st pick / 2022"
"91","2022","ZaQuandre White","RB","","","South Carolina","College Stats","6-0","206","","","","","","",""
"92","2022","Zamir White","RB","22","","Georgia","College Stats","6-0","214","4.40","33.5","","128","","","Las Vegas Raiders / 4th / 122nd pick / 2022"
"93","2022","Garrett Wilson","WR","21","","Ohio St.","College Stats","6-0","183","4.38","36.0","","123","","4.36","New York Jets / 1st / 10th pick / 2022"
"94","2022","Sam Webb","CB","","","Missouri Western","","6-1","202","4.48","","14","","","",""
"95","2022","Matt Araiza","P","21","","San Diego St.","College Stats","6-1","200","4.68","32.0","","121","","","Buffalo Bills / 6th / 180th pick / 2022"
"96","2022","Jalyn Armour-Davis","CB","22","","Alabama","College Stats","6-1","197","4.39","34.5","14","","","","Baltimore Ravens / 4th / 119th pick / 2022"
"97","2022","David Bell","WR","21","","Purdue","College Stats","6-1","212","4.65","33.0","","118","7.14","4.57","Cleveland Browns / 3rd / 99th pick / 2022"
"98","2022","Dane Belton","S","21","","Iowa","College Stats","6-1","205","4.43","36.5","","123","7.01","4.24","New York Giants / 4th / 114th pick / 2022"
"99","2022","Terrel Bernard","LB","22","","Baylor","College Stats","6-1","224","","35.5","22","123","7.03","4.25","Buffalo Bills / 3rd / 89th pick / 2022"
"100","2022","Jaquan Brisker","S","22","","Penn St.","College Stats","6-1","199","4.49","34.5","22","124","","","Chicago Bears / 2nd / 48th pick / 2022"
"Rk","Year","Player","Pos","Age","AV","School","","Height","Wt","40YD","Vertical","BenchReps","Broad Jump","3Cone","Shuttle","Drafted (tm/rnd/yr)"
"101","2022","Coby Bryant","CB","22","","Cincinnati","College Stats","6-1","193","4.54","","17","","","","Seattle Seahawks / 4th / 109th pick / 2022"
"102","2022","Jake Camarda","P","22","","Georgia","College Stats","6-1","193","4.56","","","","","","Tampa Bay Buccaneers / 4th / 133rd pick / 2022"
"103","2022","Tariq Castro-Fields","CB","23","","Penn St.","College Stats","6-1","197","4.38","","","","","","San Francisco 49ers / 6th / 221st pick / 2022"
"104","2022","Bryan Cook","S","22","","Cincinnati","College Stats","6-1","206","","","","","","","Kansas City Chiefs / 2nd / 62nd pick / 2022"
"105","2022","Dustin Crum","QB","","","Kent St.","College Stats","6-1","210","4.75","32.5","","120","","4.36",""
"106","2022","Kalia Davis","DT","23","","Central Florida","College Stats","6-1","302","","","","","","","San Francisco 49ers / 6th / 220th pick / 2022"
"107","2022","Cameron Dicker","K","","","Texas","College Stats","6-1","220","","","","","","",""
"108","2022","JoJo Domann","LB","","","Nebraska","College Stats","6-1","228","4.62","34.5","","119","","",""
"109","2022","Dontario Drummond","WR","","","Mississippi","College Stats","6-1","215","4.65","34.0","","122","","",""
"110","2022","Kaleb Eleby","QB","","","Western Michigan","College Stats","6-1","208","","25.5","","111","7.57","",""
"111","2022","Cordale Flott","CB","20","","LSU","College Stats","6-1","175","","","","","","","New York Giants / 3rd / 81st pick / 2022"
"112","2022","Ty Fryfogle","WR","","","Indiana","College Stats","6-1","204","4.53","39.0","","127","","",""
"113","2022","Jeremiah Gemmel","LB","","","North Carolina","College Stats","6-1","226","","","","","","",""
"114","2022","Isaiah Graham-Mobley","LB","","","Boston Col.","College Stats","6-1","230","4.63","34.5","","124","","",""
"115","2022","Jake Hansen","LB","","","Illinois","College Stats","6-1","238","","","21","","","",""
"116","2022","Christian Harris","LB","21","","Alabama","College Stats","6-1","226","4.44","34.5","","132","","","Houston Texans / 3rd / 75th pick / 2022"
"117","2022","Sam Howell","QB","21","","North Carolina","College Stats","6-1","218","","","","","","","Washington Commanders / 5th / 144th pick / 2022"
"118","2022","D'Marco Jackson","LB","23","","Appalachian St.","College Stats","6-1","233","4.55","33.0","","125","","","New Orleans Saints / 5th / 161st pick / 2022"
"119","2022","Kerby Joseph","S","21","","Illinois","College Stats","6-1","203","","38.5","18","123","","","Detroit Lions / 3rd / 97th pick / 2022"
"120","2022","Quentin Lake","S","23","","UCLA","College Stats","6-1","201","4.59","","","","","","Los Angeles Rams / 6th / 211th pick / 2022"
"121","2022","Micah McFadden","LB","22","","Indiana","College Stats","6-1","240","","","21","","","","New York Giants / 5th / 146th pick / 2022"
"122","2022","Leon O'Neal","S","","","Texas A&M","College Stats","6-1","204","","35.0","15","125","6.89","",""
"123","2022","D'vonte Price","RB","","","Florida International","College Stats","6-1","210","4.38","34.0","","119","","",""
"124","2022","Brock Purdy","QB","22","","Iowa St.","College Stats","6-1","212","4.84","27.0","","","7.21","4.45","San Francisco 49ers / 7th / 262nd pick / 2022"
"125","2022","Charleston Rambo","WR","","","Miami","College Stats","6-1","177","4.57","33.5","","118","","",""
"126","2022","Juanyeh Thomas","S","","","Georgia Tech","College Stats","6-1","212","4.55","34.0","17","122","","",""
"127","2022","Jalen Tolbert","WR","23","","South Alabama","College Stats","6-1","194","4.49","36.0","","123","7.08","","Dallas Cowboys / 3rd / 88th pick / 2022"
"128","2022","Tré Turner","WR","","","Virginia Tech","College Stats","6-1","184","4.51","27.0","","113","7.45","4.53",""
"129","2022","Malik Willis","QB","22","","Liberty","College Stats","6-1","219","","","","","","","Tennessee Titans / 3rd / 86th pick / 2022"
"130","2022","Mike Woods","WR","21","","Oklahoma","College Stats","6-1","204","4.55","34.5","","125","","","Cleveland Browns / 6th / 202nd pick / 2022"
"131","2022","Cade York","K","21","","LSU","College Stats","6-1","206","","","12","","","","Cleveland Browns / 4th / 124th pick / 2022"
"132","2022","Bailey Zappe","QB","22","","Western Kentucky","College Stats","6-1","215","4.88","30.0","","109","7.19","4.40","New England Patriots / 4th / 137th pick / 2022"
"133","2022","EJ Perry","QB","","","Brown","","6-2","211","4.65","34.5","","123","6.85","4.18",""
"134","2022","Markquese Bell","S","","","Florida A&M","","6-2","212","4.41","36.5","","123","","4.46",""
"135","2022","Cal Adomitis","LS","","","Pittsburgh","College Stats","6-2","235","4.97","29.5","18","107","7.53","4.62",""
"136","2022","Tycen Anderson","S","22","","Toledo","College Stats","6-2","209","4.36","35.5","","123","6.64","4.28","Cincinnati Bengals / 5th / 166th pick / 2022"
"137","2022","Kevin Austin Jr.","WR","","","Notre Dame","College Stats","6-2","200","4.43","39.0","","132","6.71","4.15",""
"138","2022","Bubba Bolden","S","","","Miami","College Stats","6-2","209","4.47","","","116","","",""
"139","2022","Gabe Brkic","K","","","Oklahoma","College Stats","6-2","197","","","","","","",""
"140","2022","Treylon Burks","WR","21","","Arkansas","College Stats","6-2","225","4.55","33.0","","122","7.28","","Tennessee Titans / 1st / 18th pick / 2022"
"141","2022","Chance Campbell","LB","22","","Mississippi","College Stats","6-2","232","4.57","39.5","","127","","","Tennessee Titans / 6th / 219th pick / 2022"
"142","2022","Lewis Cine","S","22","","Georgia","College Stats","6-2","199","4.37","36.5","","133","","","Minnesota Vikings / 1st / 32nd pick / 2022"
"143","2022","Matt Corral","QB","23","","Mississippi","College Stats","6-2","212","","","","","","","Carolina Panthers / 3rd / 94th pick / 2022"
"144","2022","Romeo Doubs","WR","21","","Nevada","College Stats","6-2","201","","","","","","","Green Bay Packers / 4th / 132nd pick / 2022"
"145","2022","Arnold Ebiketie","EDGE","23","","Penn St.","College Stats","6-2","250","","38.0","21","128","","","Atlanta Falcons / 2nd / 38th pick / 2022"
"146","2022","Kaiir Elam","CB","20","","Florida","College Stats","6-2","191","4.39","","","","","","Buffalo Bills / 1st / 23rd pick / 2022"
"147","2022","Martin Emerson","CB","21","","Mississippi St.","College Stats","6-2","201","4.53","","","","","","Cleveland Browns / 3rd / 68th pick / 2022"
"148","2022","Akayleb Evans","CB","22","","Missouri","College Stats","6-2","197","4.46","36.0","","129","","","Minnesota Vikings / 4th / 118th pick / 2022"
"149","2022","Erik Ezukanma","WR","22","","Texas Tech","College Stats","6-2","209","","36.5","","126","","4.38","Miami Dolphins / 4th / 125th pick / 2022"
"150","2022","Haskell Garrett","DT","","","Ohio St.","College Stats","6-2","300","5.07","24.0","","","","",""
"Rk","Year","Player","Pos","Age","AV","School","","Height","Wt","40YD","Vertical","BenchReps","Broad Jump","3Cone","Shuttle","Drafted (tm/rnd/yr)"
"151","2022","Vincent Gray","CB","","","Michigan","College Stats","6-2","192","4.54","","","","","",""
"152","2022","Jeremiah Hall","TE","","","Oklahoma","College Stats","6-2","239","4.96","29.0","19","111","7.43","4.62",""
"153","2022","Aaron Hansford","LB","","","Texas A&M","College Stats","6-2","239","","","24","","","",""
"154","2022","Hassan Haskins","RB","22","","Michigan","College Stats","6-2","228","","","27","","","","Tennessee Titans / 4th / 131st pick / 2022"
"155","2022","Tyler Linderbaum","C","21","","Iowa","College Stats","6-2","296","","","","","","","Baltimore Ravens / 1st / 25th pick / 2022"
"156","2022","Zyon McCollum","CB","22","","Sam Houston St.","","6-2","199","4.33","39.5","","132","6.48","3.94","Tampa Bay Buccaneers / 5th / 157th pick / 2022"
"157","2022","Smoke Monday","S","","","Auburn","College Stats","6-2","207","4.52","","","124","7.00","",""
"158","2022","Brian Robinson","RB","22","","Alabama","College Stats","6-2","225","4.53","30.0","","119","","","Washington Commanders / 3rd / 98th pick / 2022"
"159","2022","Jack Sanborn","LB","","","Wisconsin","College Stats","6-2","234","4.73","34.5","20","114","","",""
"160","2022","Myron Tagovailoa-Amosa","DE","","","Notre Dame","College Stats","6-2","270","4.81","29.0","","115","","",""
"161","2022","Isaac Taylor-Stuart","CB","","","USC","College Stats","6-2","201","4.42","","","123","","",""
"162","2022","Skylar Thompson","QB","24","","Kansas St.","College Stats","6-2","217","4.91","31.0","","112","7.00","4.28","Miami Dolphins / 7th / 247th pick / 2022"
"163","2022","Tyquan Thornton","WR","21","","Baylor","College Stats","6-2","181","4.28","36.5","","130","","","New England Patriots / 2nd / 50th pick / 2022"
"164","2022","Channing Tindall","LB","21","","Georgia","College Stats","6-2","230","4.47","42.0","","129","","","Miami Dolphins / 3rd / 102nd pick / 2022"
"165","2022","Jaylen Watson","CB","23","","Washington St.","College Stats","6-2","197","4.51","","18","","","","Kansas City Chiefs / 7th / 243rd pick / 2022"
"166","2022","Jameson Williams","WR","20","","Alabama","College Stats","6-2","179","","","","","","","Detroit Lions / 1st / 12th pick / 2022"
"167","2022","JT Woods","S","21","","Baylor","College Stats","6-2","195","4.36","39.5","","128","","","Los Angeles Chargers / 3rd / 79th pick / 2022"
"168","2022","Dai'Jean Dixon","WR","","","Nicholls St.","","6-3","205","4.62","34.0","","125","7.28","4.42",""
"169","2022","Nik Bonitto","EDGE","22","","Oklahoma","College Stats","6-3","248","4.54","35.5","","120","7.07","4.23","Denver Broncos / 2nd / 64th pick / 2022"
"170","2022","Thomas Booker","DT","22","","Stanford","College Stats","6-3","301","4.94","","","110","7.33","4.41","Houston Texans / 5th / 150th pick / 2022"
"171","2022","Ja'Tyre Carter","OG","23","","Southern","","6-3","311","5.13","30.0","","108","7.84","4.90","Chicago Bears / 7th / 226th pick / 2022"
"172","2022","Leo Chenal","LB","21","","Wisconsin","College Stats","6-3","250","4.53","40.5","","128","","","Kansas City Chiefs / 3rd / 103rd pick / 2022"
"173","2022","Damone Clark","LB","21","","LSU","College Stats","6-3","239","4.57","36.5","","127","7.12","","Dallas Cowboys / 5th / 176th pick / 2022"
"174","2022","Jack Coan","QB","","","Notre Dame","College Stats","6-3","218","4.90","33.0","","115","6.95","4.39",""
"175","2022","DJ Davidson","DT","24","","Arizona St.","College Stats","6-3","327","","28.0","23","","7.85","4.72","New York Giants / 5th / 147th pick / 2022"
"176","2022","Ahmad Gardner","CB","21","","Cincinnati","College Stats","6-3","190","4.41","","","","","","New York Jets / 1st / 4th pick / 2022"
"177","2022","Chasen Hines","C","21","","LSU","College Stats","6-3","327","5.22","30.5","","108","","","New England Patriots / 6th / 210th pick / 2022"
"178","2022","Ed Ingram","OG","23","","LSU","College Stats","6-3","307","5.02","20.5","","102","7.81","4.76","Minnesota Vikings / 2nd / 59th pick / 2022"
"179","2022","Drake Jackson","EDGE","20","","USC","College Stats","6-3","254","","36.5","","127","","","San Francisco 49ers / 2nd / 61st pick / 2022"
"180","2022","Tyree Johnson","EDGE","","","Texas A&M","College Stats","6-3","248","","","21","","","",""
"181","2022","Zion Johnson","OG","22","","Boston Col.","College Stats","6-3","312","5.18","32.0","32","112","7.38","4.46","Los Angeles Chargers / 1st / 17th pick / 2022"
"182","2022","Cameron Jurgens","C","22","","Nebraska","College Stats","6-3","303","4.92","","25","","","","Philadelphia Eagles / 2nd / 51st pick / 2022"
"183","2022","Nate Landman","LB","","","Colorado","College Stats","6-3","238","4.86","36.5","","119","","",""
"184","2022","Alec Lindstrom","C","","","Boston Col.","College Stats","6-3","296","5.18","29.0","25","111","7.50","4.66",""
"185","2022","Devin Lloyd","LB","23","","Utah","College Stats","6-3","237","4.66","35.0","25","126","","","Jacksonville Jaguars / 1st / 27th pick / 2022"
"186","2022","Jesse Luketa","LB","23","","Penn St.","College Stats","6-3","253","4.89","37.5","","114","","","Arizona Cardinals / 7th / 256th pick / 2022"
"187","2022","DeAngelo Malone","EDGE","22","","Western Kentucky","College Stats","6-3","243","","","23","","","","Atlanta Falcons / 3rd / 82nd pick / 2022"
"188","2022","Marquan McCall","DT","","","Kentucky","College Stats","6-3","342","","","","","","",""
"189","2022","Chad Muma","LB","22","","Wyoming","College Stats","6-3","239","4.63","40.0","27","129","7.06","4.28","Jacksonville Jaguars / 3rd / 70th pick / 2022"
"190","2022","Chigoziem Okonkwo","TE","22","","Maryland","College Stats","6-3","238","4.52","35.5","","","","","Tennessee Titans / 4th / 143rd pick / 2022"
"191","2022","Dylan Parham","OG","22","","Memphis","College Stats","6-3","311","4.93","26.5","","108","7.78","4.70","Las Vegas Raiders / 3rd / 90th pick / 2022"
"192","2022","Joshua Paschal","DE","22","","Kentucky","College Stats","6-3","268","4.77","37.5","","123","","","Detroit Lions / 2nd / 46th pick / 2022"
"193","2022","George Pickens","WR","21","","Georgia","College Stats","6-3","195","4.47","33.0","","125","","","Pittsburgh Steelers / 2nd / 52nd pick / 2022"
"194","2022","Kenny Pickett","QB","23","","Pittsburgh","College Stats","6-3","217","4.73","33.5","","121","","4.29","Pittsburgh Steelers / 1st / 20th pick / 2022"
"195","2022","Alec Pierce","WR","21","","Cincinnati","College Stats","6-3","211","4.41","40.5","","129","7.13","4.28","Indianapolis Colts / 2nd / 53rd pick / 2022"
"196","2022","Makai Polk","WR","","","Mississippi St.","College Stats","6-3","195","4.59","31.0","","119","","4.36",""
"197","2022","Desmond Ridder","QB","22","","Cincinnati","College Stats","6-3","211","4.52","36.0","","127","7.15","4.29","Atlanta Falcons / 3rd / 74th pick / 2022"
"198","2022","Tyrese Robinson","OG","","","Oklahoma","College Stats","6-3","317","5.25","22.5","","100","8.35","4.94",""
"199","2022","Jamaree Salyer","OG","21","","Georgia","College Stats","6-3","321","","","31","","","","Los Angeles Chargers / 6th / 195th pick / 2022"
"200","2022","Lecitus Smith","OG","23","","Virginia Tech","College Stats","6-3","314","5.18","","23","99","7.88","4.78","Arizona Cardinals / 6th / 215th pick / 2022"
"Rk","Year","Player","Pos","Age","AV","School","","Height","Wt","40YD","Vertical","BenchReps","Broad Jump","3Cone","Shuttle","Drafted (tm/rnd/yr)"